Protocol,Field name,Description,Type,Versions
DNS_1,dns.ipseckey.gateway_type,Gateway Type,Unsigned integer (8 bits),1.12.0 to 4.2.2
DNS_1,dns.ipseckey.public_key,Public Key,Byte sequence,1.12.0 to 4.2.2
DNS_1,dns.key.algorithm,Algorithm,Unsigned integer (8 bits),1.12.0 to 4.2.2
DNS_1,dns.key.flags,Flags,Unsigned integer (16 bits),1.12.0 to 4.2.2
DNS_1,dns.key.flags.associated_named_entity,Key is associated with the named entity,Boolean,1.12.0 to 4.2.2
DNS_1,dns.key.flags.associated_user,Key is associated with a user,Boolean,1.12.0 to 4.2.2
DNS_1,dns.key.flags.authentication,Key allowed for authentication,Boolean,1.12.0 to 4.2.2
DNS_1,dns.key.flags.confidentiality,Key allowed for confidentiality,Boolean,1.12.0 to 4.2.2
DNS_1,dns.key.flags.ipsec,Key use with IPSEC,Boolean,1.12.0 to 4.2.2
DNS_1,dns.key.flags.mime,Key use with MIME security multiparts,Boolean,1.12.0 to 4.2.2
DNS_1,dns.key.flags.required,Key required,Boolean,1.12.0 to 4.2.2
DNS_1,dns.key.flags.signatory,Signatory,Unsigned integer (16 bits),1.12.0 to 4.2.2
DNS_1,dns.key.key_id,Key ID,Unsigned integer (16 bits),1.12.0 to 4.2.2
DNS_1,dns.key.protocol,Protocol,Unsigned integer (8 bits),1.12.0 to 4.2.2
DNS_1,dns.key.public_key,Public Key,Byte sequence,1.12.0 to 4.2.2
DNS_1,dns.key_id_buffer_too_short,Buffer too short to compute a key id,Label,"2.0.12 to 2.0.16, 2.2.6 to 4.2.2"
DNS_1,dns.kx.key_exchange,Key Exchange,Character string,1.12.0 to 4.2.2
DNS_1,dns.kx.preference,Preference,Unsigned integer (16 bits),1.12.0 to 4.2.2
DNS_1,dns.length,Length,Unsigned integer (16 bits),1.0.0 to 4.2.2
DNS_1,dns.loc.altitude,Altitude,Unsigned integer (32 bits),1.12.0 to 4.2.2
DNS_1,dns.loc.horizontal_precision,Horizontal Precision,Unsigned integer (8 bits),1.12.0 to 4.2.2
DNS_1,dns.loc.latitude,Latitude,Unsigned integer (32 bits),1.12.0 to 4.2.2
DNS_1,dns.loc.longitude,Longitude,Unsigned integer (32 bits),1.12.0 to 4.2.2
DNS_1,dns.loc.size,Size,Unsigned integer (8 bits),1.12.0 to 4.2.2
DNS_1,dns.loc.unknown_data,Unknown data,Byte sequence,1.12.0 to 4.2.2
DNS_1,dns.loc.version,Version,Unsigned integer (8 bits),1.12.0 to 4.2.2
DNS_1,dns.loc.vertical_precision,Vertical Precision,Unsigned integer (8 bits),2.2.0 to 4.2.2
DNS_1,dns.mb,MailBox Domain,Character string,1.12.0 to 4.2.2
DNS_1,dns.md,Mail Destination,Character string,1.12.0 to 4.2.2
DNS_1,dns.mf,Mail Forwarder,Character string,1.12.0 to 4.2.2
DNS_1,dns.mg,Mail Group member,Character string,1.12.0 to 4.2.2
DNS_1,dns.minfo.e,Error Mailbox,Character string,1.12.0 to 4.2.2
DNS_1,dns.minfo.r,Responsible Mailbox,Character string,1.12.0 to 4.2.2
DNS_1,dns.mr,Mail Rename domain,Character string,1.12.0 to 4.2.2
DNS_1,dns.mx.mail_exchange,Mail Exchange,Character string,1.10.0 to 4.2.2
DNS_1,dns.mx.preference,Preference,Unsigned integer (16 bits),1.10.0 to 4.2.2
DNS_1,dns.naptr.flags,Flags,Character string,1.12.0 to 4.2.2
DNS_1,dns.naptr.flags_length,Flags Length,Unsigned integer (8 bits),1.12.0 to 4.2.2
DNS_1,dns.naptr.order,Order,Unsigned integer (16 bits),1.12.0 to 4.2.2
DNS_1,dns.naptr.preference,Preference,Unsigned integer (16 bits),1.12.0 to 4.2.2
DNS_1,dns.naptr.regex,Regex,Character string,1.12.0 to 4.2.2
DNS_1,dns.naptr.regex_length,Regex Length,Unsigned integer (8 bits),1.12.0 to 4.2.2
DNS_1,dns.naptr.replacement,Replacement,Character string,1.12.0 to 4.2.2
DNS_1,dns.naptr.replacement_length,Replacement Length,Unsigned integer (8 bits),1.12.0 to 4.2.2
DNS_1,dns.naptr.service,Service,Character string,1.12.0 to 4.2.2
DNS_1,dns.naptr.service_length,Service Length,Unsigned integer (8 bits),1.12.0 to 4.2.2
DNS_1,dns.ns,Name Server,Character string,1.12.0 to 4.2.2
DNS_1,dns.nsap.rdata,NSAP Data,Byte sequence,1.4.0 to 4.2.2
DNS_1,dns.nsap_ptr.owner,Owner,Character string,1.12.0 to 4.2.2
DNS_1,dns.nsec.next_domain_name,Next Domain Name,Character string,1.12.0 to 4.2.2
DNS_1,dns.nsec3.algo,Hash algorithm,Unsigned integer (8 bits),1.2.0 to 4.2.2
DNS_1,dns.nsec3.flags,NSEC3 flags,Unsigned integer (8 bits),1.2.0 to 4.2.2
DNS_1,dns.nsec3.flags.opt_out,NSEC3 Opt-out flag,Boolean,1.2.0 to 4.2.2
DNS_1,dns.nsec3.hash_length,Hash length,Unsigned integer (8 bits),1.2.0 to 4.2.2
DNS_1,dns.nsec3.hash_value,Next hashed owner,Character string,1.2.0 to 4.2.2
DNS_1,dns.nsec3.iterations,NSEC3 iterations,Unsigned integer (16 bits),1.2.0 to 4.2.2
DNS_1,dns.nsec3.salt_length,Salt length,Unsigned integer (8 bits),1.2.0 to 4.2.2
DNS_1,dns.nsec3.salt_value,Salt value,Byte sequence,1.2.0 to 4.2.2
DNS_1,dns.null,Null (data),Byte sequence,1.12.0 to 4.2.2
DNS_1,dns.nxt.next_domain_name,Next Domain Name,Character string,1.12.0 to 4.2.2
DNS_1,dns.openpgpkey,OpenPGP Key,Character string,2.0.0 to 4.2.2
DNS_1,dns.opt,Option,Label,1.12.0 to 4.2.2
DNS_1,dns.opt.chain.fqdn,Closest Trust Point,Character string,2.2.0 to 4.2.2
DNS_1,dns.opt.client.addr,Client Subnet,Byte sequence,1.12.0 to 4.2.2
DNS_1,dns.opt.client.addr4,Client Subnet,IPv4 address,1.12.0 to 4.2.2
DNS_1,dns.opt.client.addr6,Client Subnet,IPv6 address,1.12.0 to 4.2.2
DNS_1,dns.opt.client.family,Family,Unsigned integer (16 bits),1.12.0 to 4.2.2
DNS_1,dns.opt.client.netmask,Source Netmask,Unsigned integer (8 bits),1.12.0 to 4.2.2
DNS_1,dns.opt.client.scope,Scope Netmask,Unsigned integer (8 bits),1.12.0 to 4.2.2
DNS_1,dns.opt.code,Option Code,Unsigned integer (16 bits),1.12.0 to 4.2.2
DNS_1,dns.opt.cookie.client,Client Cookie,Byte sequence,2.0.0 to 4.2.2
DNS_1,dns.opt.cookie.server,Server Cookie,Byte sequence,2.0.0 to 4.2.2
DNS_1,dns.opt.data,Option Data,Byte sequence,1.12.0 to 4.2.2
DNS_1,dns.opt.dau,DAU,Unsigned integer (8 bits),1.12.0 to 4.2.2
DNS_1,dns.opt.dhu,DHU,Unsigned integer (8 bits),1.12.0 to 4.2.2
DNS_1,dns.opt.edns_tcp_keepalive.timeout,Timeout,Unsigned integer (16 bits),2.2.0 to 4.2.2
DNS_1,dns.opt.ext_error.extra_text,Extra Text,Character string,3.6.0 to 4.2.2
DNS_1,dns.opt.ext_error.info_code,Info Code,Unsigned integer (16 bits),3.6.0 to 4.2.2
DNS_1,dns.opt.len,Option Length,Unsigned integer (16 bits),1.12.0 to 4.2.2
DNS_1,dns.opt.n3u,N3U,Unsigned integer (8 bits),1.12.0 to 4.2.2
DNS_1,dns.opt.padding,Padding,Byte sequence,2.2.0 to 4.2.2
DNS_1,dns.ptr.domain_name,Domain Name,Character string,1.10.0 to 4.2.2
DNS_1,dns.px.map400,MAPX400,Character string,1.12.0 to 4.2.2
DNS_1,dns.px.map822,MAP822,Character string,1.12.0 to 4.2.2
DNS_1,dns.px.preference,Preference,Unsigned integer (16 bits),1.12.0 to 4.2.2
DNS_1,dns.qry.class,Class,Unsigned integer (16 bits),1.0.0 to 4.2.2
DNS_1,dns.qry.name,Name,Character string,1.0.0 to 4.2.2
DNS_1,dns.qry.name.len,Name Length,Unsigned integer (16 bits),1.12.0 to 4.2.2
DNS_1,dns.qry.qu,"""QU"" question",Boolean,1.0.0 to 4.2.2
DNS_1,dns.qry.type,Type,Unsigned integer (16 bits),1.0.0 to 4.2.2
DNS_1,dns.resp.cache_flush,Cache flush,Boolean,1.0.0 to 4.2.2
DNS_1,dns.resp.class,Class,Unsigned integer (16 bits),1.0.0 to 4.2.2
DNS_1,dns.resp.edns0_version,EDNS0 version,Unsigned integer (8 bits),1.12.0 to 4.2.2
DNS_1,dns.resp.ext_rcode,Higher bits in extended RCODE,Unsigned integer (8 bits),1.12.0 to 4.2.2
DNS_1,dns.resp.len,Data length,Unsigned integer (16 bits),1.0.0 to 4.2.2
DNS_1,dns.resp.name,Name,Character string,1.0.0 to 4.2.2
DNS_1,dns.resp.ttl,Time to live,Unsigned integer (32 bits),1.0.0 to 4.2.2
DNS_1,dns.resp.type,Type,Unsigned integer (16 bits),1.0.0 to 4.2.2
DNS_1,dns.resp.z,Z,Unsigned integer (16 bits),1.12.0 to 4.2.2
DNS_1,dns.resp.z.do,DO bit,Boolean,1.12.0 to 4.2.2
DNS_1,dns.resp.z.reserved,Reserved,Unsigned integer (16 bits),1.12.0 to 4.2.2
DNS_1,dns.response_in,Response In,Frame number,1.0.0 to 4.2.2
DNS_1,dns.response_to,Request In,Frame number,1.0.0 to 4.2.2
DNS_1,dns.retransmission,Retransmission,Boolean,2.6.0 to 4.2.2
DNS_1,dns.retransmit_request,DNS query retransmission,Label,2.6.0 to 4.2.2
DNS_1,dns.retransmit_request_in,Retransmitted request. Original request in,Frame number,2.6.0 to 4.2.2
DNS_1,dns.retransmit_response,DNS response retransmission,Label,2.6.0 to 4.2.2
DNS_1,dns.retransmit_response_in,Retransmitted response. Original response in,Frame number,2.6.0 to 4.2.2
DNS_1,dns.rp.mailbox,Mailbox,Character string,1.12.0 to 4.2.2
DNS_1,dns.rp.txt_rr,TXT RR,Character string,1.12.0 to 4.2.2
DNS_1,dns.rr.opt.bad_length,Length too long for any type of IP address.,Label,1.12.0 to 4.2.2
DNS_2,dns.rr.udp_payload_size,UDP payload size,Unsigned integer (16 bits),1.12.0 to 4.2.2
DNS_2,dns.rrsig.algorithm,Algorithm,Unsigned integer (8 bits),1.10.0 to 4.2.2
DNS_2,dns.rrsig.key_tag,Key Tag,Unsigned integer (16 bits),1.10.0 to 4.2.2
DNS_2,dns.rrsig.labels,Labels,Unsigned integer (8 bits),1.10.0 to 4.2.2
DNS_2,dns.rrsig.original_ttl,Original TTL,Unsigned integer (32 bits),1.10.0 to 4.2.2
DNS_2,dns.rrsig.signature,Signature,Byte sequence,1.10.0 to 4.2.2
DNS_2,dns.rrsig.signature_expiration,Signature Expiration,Date and time,1.10.0 to 4.2.2
DNS_2,dns.rrsig.signature_inception,Signature Inception,Date and time,1.10.0 to 4.2.2
DNS_2,dns.rrsig.signers_name,Signer's name,Character string,1.10.0 to 4.2.2
DNS_2,dns.rrsig.type_covered,Type Covered,Unsigned integer (16 bits),1.10.0 to 4.2.2
DNS_2,dns.rt.intermediate_host,Intermediate Hostname,Character string,1.12.0 to 4.2.2
DNS_2,dns.rt.subtype,Preference,Unsigned integer (16 bits),1.12.0 to 4.2.2
DNS_2,dns.soa.expire_limit,Expire limit,Unsigned integer (32 bits),1.10.0 to 4.2.2
DNS_2,dns.soa.minimum_ttl,Minimum TTL,Unsigned integer (32 bits),3.6.0 to 4.2.2
DNS_2,dns.soa.mname,Primary name server,Character string,1.10.0 to 4.2.2
DNS_2,dns.soa.refresh_interval,Refresh Interval,Unsigned integer (32 bits),1.10.0 to 4.2.2
DNS_2,dns.soa.retry_interval,Retry Interval,Unsigned integer (32 bits),1.10.0 to 4.2.2
DNS_2,dns.soa.rname,Responsible authority's mailbox,Character string,1.10.0 to 4.2.2
DNS_2,dns.soa.serial_number,Serial Number,Unsigned integer (32 bits),1.10.0 to 4.2.2
DNS_2,dns.spf,SPF,Character string,1.10.0 to 4.2.2
DNS_2,dns.spf.length,SPF Length,Unsigned integer (8 bits),1.10.0 to 4.2.2
DNS_2,dns.srv.name,Name,Character string,1.6.0 to 4.2.2
DNS_2,dns.srv.port,Port,Unsigned integer (16 bits),1.10.0 to 4.2.2
DNS_2,dns.srv.priority,Priority,Unsigned integer (16 bits),1.10.0 to 4.2.2
DNS_2,dns.srv.proto,Protocol,Character string,1.6.0 to 4.2.2
DNS_2,dns.srv.service,Service,Character string,1.6.0 to 4.2.2
DNS_2,dns.srv.target,Target,Character string,1.10.0 to 4.2.2
DNS_2,dns.srv.weight,Weight,Unsigned integer (16 bits),1.10.0 to 4.2.2
DNS_2,dns.sshfp.algorithm,Algorithm,Unsigned integer (8 bits),1.12.0 to 4.2.2
DNS_2,dns.sshfp.fingerprint,Fingerprint,Byte sequence,1.4.0 to 4.2.2
DNS_2,dns.sshfp.fingerprint.type,Fingerprint type,Unsigned integer (8 bits),1.12.0 to 4.2.2
DNS_2,dns.svcb.svcparam,SvcParam,Label,3.4.0 to 4.2.2
DNS_2,dns.svcb.svcparam.alpn,ALPN,Character string,3.4.0 to 4.2.2
DNS_2,dns.svcb.svcparam.alpn.length,ALPN length,Unsigned integer (8 bits),3.4.0 to 4.2.2
DNS_2,dns.svcb.svcparam.echconfig,ECHConfig,Byte sequence,3.6.0 to 4.0.12
DNS_2,dns.svcb.svcparam.ipv4hint.ip,IP,IPv4 address,3.4.0 to 4.2.2
DNS_2,dns.svcb.svcparam.ipv6hint.ip,IP,IPv6 address,3.4.0 to 4.2.2
DNS_2,dns.svcb.svcparam.key,SvcParamKey,Unsigned integer (16 bits),3.4.0 to 4.2.2
DNS_2,dns.svcb.svcparam.mandatory.key,Mandatory key,Unsigned integer (16 bits),3.4.0 to 4.2.2
DNS_2,dns.svcb.svcparam.odohconfig,ODoHConfig,Byte sequence,3.6.0 to 4.2.2
DNS_2,dns.svcb.svcparam.port,Port,Unsigned integer (16 bits),3.4.0 to 4.2.2
DNS_2,dns.svcb.svcparam.value,SvcParamValue,Byte sequence,3.4.0 to 4.2.2
DNS_2,dns.svcb.svcparam.value.length,SvcParamValue length,Unsigned integer (16 bits),3.4.0 to 4.2.2
DNS_2,dns.svcb.svcpriority,SvcPriority,Unsigned integer (16 bits),3.4.0 to 4.2.2
DNS_2,dns.svcb.targetname,TargetName,Character string,3.4.0 to 4.2.2
DNS_2,dns.time,Time,Time offset,1.0.0 to 4.2.2
DNS_2,dns.tkey.algo_name,Algorithm name,Character string,1.12.0 to 4.2.2
DNS_2,dns.tkey.error,Error,Unsigned integer (16 bits),1.12.0 to 4.2.2
DNS_2,dns.tkey.key_data,Key Data,Byte sequence,1.12.0 to 4.2.2
DNS_2,dns.tkey.key_size,Key Size,Unsigned integer (16 bits),1.12.0 to 4.2.2
DNS_2,dns.tkey.mode,Mode,Unsigned integer (16 bits),1.12.0 to 4.2.2
DNS_2,dns.tkey.other_data,Other Data,Byte sequence,1.12.0 to 4.2.2
DNS_2,dns.tkey.other_size,Other Size,Unsigned integer (16 bits),1.12.0 to 4.2.2
DNS_2,dns.tkey.signature_expiration,Signature Expiration,Date and time,1.12.0 to 4.2.2
DNS_2,dns.tkey.signature_inception,Signature Inception,Date and time,1.12.0 to 4.2.2
DNS_2,dns.tlsa.certificate_association_data,Certificate Association Data,Byte sequence,1.10.0 to 4.2.2
DNS_2,dns.tlsa.certificate_usage,Certificate Usage,Unsigned integer (8 bits),1.10.0 to 4.2.2
DNS_2,dns.tlsa.matching_type,Matching Type,Unsigned integer (8 bits),1.10.0 to 4.2.2
DNS_2,dns.tlsa.selector,Selector,Unsigned integer (8 bits),1.10.0 to 4.2.2
DNS_2,dns.tsig.algorithm_name,Algorithm Name,Character string,1.0.0 to 4.2.2
DNS_2,dns.tsig.error,Error,Unsigned integer (16 bits),1.0.0 to 4.2.2
DNS_2,dns.tsig.fudge,Fudge,Unsigned integer (16 bits),1.0.0 to 4.2.2
DNS_2,dns.tsig.mac,MAC,Label,1.0.0 to 4.2.2
DNS_2,dns.tsig.mac_size,MAC Size,Unsigned integer (16 bits),1.0.0 to 4.2.2
DNS_2,dns.tsig.noalg,No dissector for algorithm,Label,1.12.0 to 4.2.2
DNS_2,dns.tsig.original_id,Original Id,Unsigned integer (16 bits),1.0.0 to 4.2.2
DNS_2,dns.tsig.other_data,Other Data,Byte sequence,1.0.0 to 4.2.2
DNS_2,dns.tsig.other_len,Other Len,Unsigned integer (16 bits),1.0.0 to 4.2.2
DNS_2,dns.tsig.time_signed,Time Signed,Date and time,1.12.0 to 4.2.2
DNS_2,dns.ttl.high_bit_set,"The uppermost bit of the TTL is set (RFC 2181, section 8)",Label,"2.6.14 to 2.6.20, 3.0.8 to 4.2.2"
DNS_2,dns.txt,TXT,Character string,1.10.0 to 4.2.2
DNS_2,dns.txt.length,TXT Length,Unsigned integer (8 bits),1.10.0 to 4.2.2
DNS_2,dns.undecoded.type,Undecoded option,Label,1.12.0 to 4.2.2
DNS_2,dns.unsolicited,Unsolicited,Boolean,2.6.0 to 4.2.2
DNS_2,dns.wins.cache_timeout,Cache timeout,Unsigned integer (32 bits),1.12.0 to 4.2.2
DNS_2,dns.wins.local_flag,Local Flag,Boolean,1.12.0 to 4.2.2
DNS_2,dns.wins.lookup_timeout,Lookup timeout,Unsigned integer (32 bits),1.12.0 to 4.2.2
DNS_2,dns.wins.nb_wins_servers,Number of WINS servers,Unsigned integer (32 bits),1.12.0 to 4.2.2
DNS_2,dns.wins.wins_server,WINS Server Address,IPv4 address,1.12.0 to 4.2.2
DNS_2,dns.winsr.cache_timeout,Cache timeout,Unsigned integer (32 bits),1.12.0 to 4.2.2
DNS_2,dns.winsr.local_flag,Local Flag,Boolean,1.12.0 to 4.2.2
DNS_2,dns.winsr.lookup_timeout,Lookup timeout,Unsigned integer (32 bits),1.12.0 to 4.2.2
DNS_2,dns.winsr.name_result_domain,Name Result Domain,Character string,1.12.0 to 4.2.2
DNS_2,dns.wks.address,Address,IPv4 address,1.10.0 to 4.2.2
DNS_2,dns.wks.bits,Bits,Unsigned integer (8 bits),1.10.0 to 4.2.2
DNS_2,dns.wks.protocol,Protocol,Unsigned integer (8 bits),1.10.0 to 4.2.2
DNS_2,dns.x25.length,Length,Unsigned integer (8 bits),1.12.0 to 4.2.2
DNS_2,dns.x25.psdn_address,PSDN-Address,Character string,1.12.0 to 4.2.2
DNS_2,dns.xpf.destination_ipv4,IPv4 Destination,IPv4 address,2.6.0 to 4.2.2
DNS_2,dns.xpf.destination_ipv6,IPv6 Destination,IPv6 address,2.6.0 to 4.2.2
DNS_2,dns.xpf.dport,Destination port,Unsigned integer (16 bits),2.6.0 to 4.2.2
DNS_2,dns.xpf.ip_version,IP Version,Unsigned integer (16 bits),2.6.0 to 4.2.2
DNS_2,dns.xpf.protocol,Protocol,Unsigned integer (8 bits),2.6.0 to 4.2.2
DNS_2,dns.xpf.source_ipv4,IPv4 Source,IPv4 address,2.6.0 to 4.2.2
DNS_2,dns.xpf.source_ipv6,IPv6 Source,IPv6 address,2.6.0 to 4.2.2
DNS_2,dns.xpf.sport,Source port,Unsigned integer (16 bits),2.6.0 to 4.2.2
DNS_2,dns.zonemd.digest,Digest,Byte sequence,3.6.0 to 4.2.2
DNS_2,dns.zonemd.hash_algo,Hash Algorithm,Unsigned integer (8 bits),3.6.0 to 4.2.2
DNS_2,dns.zonemd.scheme,Scheme,Unsigned integer (8 bits),3.6.0 to 4.2.2
DNS_2,dns.zonemd.serial,Serial,Unsigned integer (32 bits),3.6.0 to 4.2.2
ARP,arp.dst.atm_num_e164,Target ATM number (E.164),Character string,1.0.0 to 4.2.2
ARP,arp.dst.atm_num_nsap,Target ATM number (NSAP),Byte sequence,1.0.0 to 4.2.2
ARP,arp.dst.atm_subaddr,Target ATM subaddress,Byte sequence,1.0.0 to 4.2.2
ARP,arp.dst.drarp_error_status,DRARP error status,Unsigned integer (16 bits),1.8.0 to 4.2.2
ARP,arp.dst.hlen,Target ATM number length,Unsigned integer (8 bits),1.0.0 to 4.2.2
ARP,arp.dst.htype,Target ATM number type,Boolean,1.0.0 to 4.2.2
ARP,arp.dst.hw,Target hardware address,Byte sequence,1.0.0 to 4.2.2
ARP,arp.dst.hw_ax25,Target AX.25 address,AX.25 address,1.10.0 to 4.2.2
ARP,arp.dst.hw_mac,Target MAC address,Ethernet or other MAC address,1.0.0 to 4.2.2
ARP,arp.dst.pln,Target protocol size,Unsigned integer (8 bits),1.0.0 to 4.2.2
ARP,arp.dst.proto,Target protocol address,Byte sequence,1.0.0 to 4.2.2
ARP,arp.dst.proto_ipv4,Target IP address,IPv4 address,1.0.0 to 4.2.2
ARP,arp.dst.slen,Target ATM subaddress length,Unsigned integer (8 bits),1.0.0 to 4.2.2
ARP,arp.dst.stype,Target ATM subaddress type,Boolean,1.0.0 to 4.2.2
ARP,arp.duplicate-address-detected,Duplicate IP address configured,Label,1.0.0 to 4.2.2
ARP,arp.duplicate-address-frame,Frame showing earlier use of IP address,Frame number,1.0.0 to 4.2.2
ARP,arp.hw.size,Hardware size,Unsigned integer (8 bits),1.0.0 to 4.2.2
ARP,arp.hw.type,Hardware type,Unsigned integer (16 bits),1.0.0 to 4.2.2
ARP,arp.isannouncement,Is announcement,Boolean,3.2.0 to 4.2.2
ARP,arp.isgratuitous,Is gratuitous,Boolean,1.2.0 to 4.2.2
ARP,arp.isprobe,Is probe,Boolean,3.2.0 to 4.2.2
ARP,arp.opcode,Opcode,Unsigned integer (16 bits),1.0.0 to 4.2.2
ARP,arp.packet-storm-detected,ARP packet storm detected,Label,1.0.0 to 4.2.2
ARP,arp.proto.size,Protocol size,Unsigned integer (8 bits),1.0.0 to 4.2.2
ARP,arp.proto.type,Protocol type,Unsigned integer (16 bits),1.0.0 to 4.2.2
ARP,arp.seconds-since-duplicate-address-frame,Seconds since earlier frame seen,Unsigned integer (32 bits),1.0.0 to 4.2.2
ARP,arp.src.atm_afi,AFI,Unsigned integer (8 bits),2.0.0 to 4.2.2
ARP,arp.src.atm_afi.unknown,Unknown AFI,Label,2.0.0 to 4.2.2
ARP,arp.src.atm_data_country_code,Data Country Code,Unsigned integer (16 bits),2.0.0 to 4.2.2
ARP,arp.src.atm_data_country_code_group,Data Country Code (group),Unsigned integer (16 bits),2.0.0 to 4.2.2
ARP,arp.src.atm_e.164_isdn,E.164 ISDN,Byte sequence,2.0.0 to 4.2.2
ARP,arp.src.atm_e.164_isdn_group,E.164 ISDN,Byte sequence,2.0.0 to 4.2.2
ARP,arp.src.atm_end_system_identifier,End System Identifier,Byte sequence,2.0.0 to 4.2.2
ARP,arp.src.atm_high_order_dsp,High Order DSP,Byte sequence,2.0.0 to 4.2.2
ARP,arp.src.atm_international_code_designator,International Code Designator,Unsigned integer (16 bits),2.0.0 to 4.2.2
ARP,arp.src.atm_international_code_designator_group,International Code Designator (group),Unsigned integer (16 bits),2.0.0 to 4.2.2
ARP,arp.src.atm_num_e164,Sender ATM number (E.164),Character string,1.0.0 to 4.2.2
ARP,arp.src.atm_num_nsap,Sender ATM number (NSAP),Byte sequence,1.0.0 to 4.2.2
ARP,arp.src.atm_rest_of_address,Rest of address,Byte sequence,2.0.0 to 4.2.2
ARP,arp.src.atm_selector,Selector,Unsigned integer (8 bits),2.0.0 to 4.2.2
ARP,arp.src.atm_subaddr,Sender ATM subaddress,Byte sequence,1.0.0 to 4.2.2
ARP,arp.src.hlen,Sender ATM number length,Unsigned integer (8 bits),1.0.0 to 4.2.2
ARP,arp.src.htype,Sender ATM number type,Boolean,1.0.0 to 4.2.2
ARP,arp.src.hw,Sender hardware address,Byte sequence,1.0.0 to 4.2.2
ARP,arp.src.hw_ax25,Sender AX.25 address,AX.25 address,1.10.0 to 4.2.2
ARP,arp.src.hw_mac,Sender MAC address,Ethernet or other MAC address,1.0.0 to 4.2.2
ARP,arp.src.pln,Sender protocol size,Unsigned integer (8 bits),1.0.0 to 4.2.2
ARP,arp.src.proto,Sender protocol address,Byte sequence,1.0.0 to 4.2.2
ARP,arp.src.proto_ipv4,Sender IP address,IPv4 address,1.0.0 to 4.2.2
ARP,arp.src.slen,Sender ATM subaddress length,Unsigned integer (8 bits),1.0.0 to 4.2.2
ARP,arp.src.stype,Sender ATM subaddress type,Boolean,1.0.0 to 4.2.2
DHCP,dhcp.bad_bitfield,Bogus bitfield,Label,3.0.0 to 4.2.2
DHCP,dhcp.bad_length,length isn't 0,Label,3.0.0 to 4.2.2
DHCP,dhcp.boot_filename_overloaded_by_dhcp,Boot file name option overloaded by DHCP,Label,3.0.0 to 4.2.2
DHCP,dhcp.bootp,Frame is BOOTP,Boolean,3.0.0 to 4.2.2
DHCP,dhcp.ccc.ietf.sec_tkt.all_pc_call_management,Invalidate All PacketCable Call Management Servers,Boolean,3.0.0 to 4.2.2
DHCP,dhcp.ccc.ietf.sec_tkt.pc_provision_server,Invalidate PacketCable Provisioning Server,Boolean,3.0.0 to 4.2.2
DHCP,dhcp.cl.ietf_ccc.dev_prov_unc_key_max_retries,pktcMtaDevProvUnsolicitedKeyMaxRetries,Unsigned integer (32 bits),3.0.0 to 4.2.2
DHCP,dhcp.cl.ietf_ccc.dev_prov_unc_key_max_timeout,pktcMtaDevProvUnsolicitedKeyMaxTimeout,Unsigned integer (32 bits),3.0.0 to 4.2.2
DHCP,dhcp.cl.ietf_ccc.dev_prov_unc_key_nom_timeout,pktcMtaDevProvUnsolicitedKeyNomTimeout,Unsigned integer (32 bits),3.0.0 to 4.2.2
DHCP,dhcp.cl.ietf_ccc.dev_realm_unc_key_max_retries,pktcMtaDevRealmUnsolicitedKeyMaxRetries,Unsigned integer (32 bits),3.0.0 to 4.2.2
DHCP,dhcp.cl.ietf_ccc.dev_realm_unc_key_max_timeout,pktcMtaDevRealmUnsolicitedKeyMaxTimeout,Unsigned integer (32 bits),3.0.0 to 4.2.2
DHCP,dhcp.cl.ietf_ccc.dev_realm_unc_key_nom_timeout,pktcMtaDevRealmUnsolicitedKeyNomTimeout,Unsigned integer (32 bits),3.0.0 to 4.2.2
DHCP,dhcp.client_address_not_given,Client address not given,Label,3.0.0 to 4.2.2
DHCP,dhcp.client_hardware_address,Client hardware address,Character string,3.0.0 to 4.2.2
DHCP,dhcp.client_id,Identifier,Byte sequence,3.0.0 to 4.2.2
DHCP,dhcp.client_id.duid_ll_hw_type,Hardware type,Unsigned integer (16 bits),3.0.0 to 4.2.2
DHCP,dhcp.client_id.duid_llt_hw_type,Hardware type,Unsigned integer (16 bits),3.0.0 to 4.2.2
DHCP,dhcp.client_id.duid_type,DUID Type,Unsigned integer (16 bits),3.0.0 to 4.2.2
DHCP,dhcp.client_id.enterprise_num,Enterprise-number,Unsigned integer (32 bits),3.0.0 to 4.2.2
DHCP,dhcp.client_id.iaid,IAID,Character string,3.0.0 to 4.2.2
DHCP,dhcp.client_id.link_layer_address,Link layer address,Character string,3.0.0 to 4.2.2
DHCP,dhcp.client_id.time,Time,Unsigned integer (32 bits),3.0.0 to 4.2.2
